Gene name,GO term name
SMAD3,negative regulation of protein catabolic process
SMAD3,negative regulation of apoptotic process
SMAD3,positive regulation of nitric oxide biosynthetic process
SMAD3,negative regulation of osteoblast differentiation
SMAD3,"positive regulation of transcription, DNA-templated"
SMAD3,positive regulation of transcription by RNA polymerase II
SMAD3,paraxial mesoderm morphogenesis
SMAD3,developmental growth
SMAD3,embryonic foregut morphogenesis
SMAD3,embryonic cranial skeleton morphogenesis
SMAD3,regulation of epithelial cell proliferation
SMAD3,negative regulation of inflammatory response
SMAD3,regulation of immune response
SMAD3,protein stabilization
SMAD3,positive regulation of positive chemotaxis
SMAD3,regulation of binding
SMAD3,positive regulation of stress fiber assembly
SMAD3,positive regulation of focal adhesion assembly
SMAD3,pericardium development
SMAD3,transdifferentiation
SMAD3,SMAD protein signal transduction
SMAD3,negative regulation of wound healing
SMAD3,negative regulation of lung blood pressure
SMAD3,lens fiber cell differentiation
SMAD3,positive regulation of canonical Wnt signaling pathway
SMAD3,activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
SMAD3,cellular response to virus
SMAD3,negative regulation of cardiac muscle hypertrophy in response to stress
SMAD3,plasma membrane
SMAD3,protein-containing complex
SMAD3,ubiquitin binding
SMAD3,"DNA-binding transcription factor activity, RNA polymerase II-specific"
SMAD3,RNA polymerase II cis-regulatory region sequence-specific DNA binding
SMAD3,chromatin
SMAD3,cell differentiation
SMAD3,anatomical structure morphogenesis
SMAD3,cis-regulatory region sequence-specific DNA binding
SMAD3,protein kinase binding
SMAD3,BMP signaling pathway
SMAD3,phosphatase binding
SMAD3,protein homodimerization activity
SMAD3,bHLH transcription factor binding
SMAD3,R-SMAD binding
SMAD3,positive regulation of DNA-binding transcription factor activity
SMAD3,transcription cis-regulatory region binding
SMAD3,co-SMAD binding
SMAD3,negative regulation of fat cell differentiation
SMAD3,wound healing
SMAD3,nuclear receptor binding
SMAD3,positive regulation of miRNA transcription
SMAD3,receptor complex
SMAD3,ubiquitin protein ligase binding
SMAD3,I-SMAD binding
SMAD3,heteromeric SMAD protein complex
SMAD3,extrinsic apoptotic signaling pathway
SMAD3,negative regulation of cell growth
SMAD3,positive regulation of epithelial to mesenchymal transition
SMAD3,immune response
SMAD3,DNA-binding transcription factor binding
SMAD3,transcription coactivator binding
SMAD3,activation of cysteine-type endopeptidase activity involved in apoptotic process
SMAD3,positive regulation of protein import into nucleus
SMAD3,activin receptor signaling pathway
SMAD3,cellular response to transforming growth factor beta stimulus
SMAD3,response to hypoxia
SMAD3,DNA-binding transcription repressor activity
SMAD3,cell-cell junction organization
SMAD3,negative regulation of cytosolic calcium ion concentration
SMAD3,sterol response element binding
SMAD3,SMAD protein complex
SMAD3,transforming growth factor beta receptor binding
SMAD3,regulation of transforming growth factor beta2 production
SMAD3,DEAD/H-box RNA helicase binding
SMAD3,nuclear mineralocorticoid receptor binding
SMAD3,nuclear glucocorticoid receptor binding
SMAD3,regulation of transcription by RNA polymerase II
SMAD3,primary miRNA processing
SMAD3,nodal signaling pathway
SMAD3,positive regulation of extracellular matrix assembly
SMAD3,regulation of miRNA transcription
SMAD3,
SMAD3,protein binding
SMARCE1,nucleus
SMARCE1,protein-containing complex
SMARCE1,nucleoplasm
SMARCE1,DNA binding
SMARCE1,chromatin organization
SMARCE1,"positive regulation of transcription, DNA-templated"
SMARCE1,chromatin
SMARCE1,RNA binding
SMARCE1,chromatin remodeling
SMARCE1,neurogenesis
SMARCE1,SWI/SNF complex
SMARCE1,npBAF complex
SMARCE1,nBAF complex
SMARCE1,nervous system development
SMARCE1,"negative regulation of transcription, DNA-templated"
SMARCE1,protein N-terminus binding
SMARCE1,transcription coactivator activity
SMARCE1,regulation of transcription by RNA polymerase II
SMARCE1,nuclear receptor binding
SMARCE1,nucleosome disassembly
SMARCE1,regulation of mitotic metaphase/anaphase transition
SMARCE1,positive regulation of T cell differentiation
SMARCE1,positive regulation of cell differentiation
SMARCE1,positive regulation of myoblast differentiation
SMARCE1,regulation of G0 to G1 transition
SMARCE1,positive regulation of stem cell population maintenance
SMARCE1,regulation of G1/S transition of mitotic cell cycle
SMARCE1,positive regulation of double-strand break repair
SMARCE1,regulation of nucleotide-excision repair
SMARCE1,brahma complex
SMARCE1,bBAF complex
SMARCE1,kinetochore
SMARCE1,chromatin binding
SMARCE1,nucleosomal DNA binding
SMARCE1,nuclear matrix
SMARCE1,RSC-type complex
SMARCE1,nuclear chromosome
SMARCE1,N-acetyltransferase activity
SMARCE1,
SMARCE1,nucleic acid binding
SND1,nuclease activity
SND1,"RNA phosphodiester bond hydrolysis, endonucleolytic"
SND1,nucleus
SND1,RNA binding
SND1,cytoplasm
SND1,membrane
SND1,cytosol
SND1,hydrolase activity
SND1,"DNA-templated transcription, elongation"
SND1,nucleic acid phosphodiester bond hydrolysis
SND1,protein binding
SND1,melanosome
SND1,endonuclease activity
SND1,endoribonuclease activity
SND1,gene silencing by RNA
SND1,RISC complex
SND1,dense body
SND1,cadherin binding
SND1,extracellular exosome
SND1,mRNA catabolic process
SND1,transcription coregulator activity
SND1,osteoblast differentiation
SND1,miRNA catabolic process
SND1,regulation of cell cycle process
SND1,RISC complex binding
SND1,
SND1,protein binding
SPRYD3,cytoplasm
SPRYD3,cell surface receptor signaling pathway
SPRYD3,cytoskeleton organization
SPRYD3,
SPRYD3,signal transduction
STAT4,DNA binding
STAT4,"regulation of transcription, DNA-templated"
STAT4,nucleus
STAT4,cytoplasm
STAT4,DNA-binding transcription factor activity
STAT4,protein binding
STAT4,positive regulation of transcription by RNA polymerase II
STAT4,regulation of transcription by RNA polymerase II
STAT4,identical protein binding
STAT4,"DNA-binding transcription factor activity, RNA polymerase II-specific"
STAT4,RNA polymerase II cis-regulatory region sequence-specific DNA binding
STAT4,cytokine-mediated signaling pathway
STAT4,chromatin
STAT4,RNA polymerase II transcription regulator complex
STAT4,nucleoplasm
STAT4,cytosol
STAT4,defense response
STAT4,regulation of cell population proliferation
STAT4,receptor signaling pathway via JAK-STAT
STAT4,response to peptide hormone
STAT4,
STAT4,
STK39,ATP binding
STK39,protein kinase activity
STK39,protein phosphorylation
STK39,protein serine/threonine kinase activity
STK39,nucleus
STK39,cytoplasm
STK39,intracellular membrane-bounded organelle
STK39,nucleotide binding
STK39,kinase activity
STK39,transferase activity
STK39,phosphorylation
STK39,nucleoplasm
STK39,cytosol
STK39,protein serine kinase activity
STK39,protein binding
STK39,peptidyl-serine phosphorylation
STK39,protein autophosphorylation
STK39,peptidyl-threonine phosphorylation
STK39,intracellular signal transduction
STK39,positive regulation of T cell chemotaxis
STK39,cellular response to chemokine
STK39,positive regulation of p38MAPK cascade
STK39,signal transduction
STK39,chemokine (C-X-C motif) ligand 12 signaling pathway
STK39,negative regulation of potassium ion transmembrane transporter activity
STK39,extrinsic component of membrane
STK39,negative regulation of creatine transmembrane transporter activity
STK39,negative regulation of sodium ion transmembrane transporter activity
STK39,response to dietary excess
STK39,inflammatory response
STK39,regulation of blood pressure
STK39,cellular chloride ion homeostasis
STK39,positive regulation of ion transmembrane transporter activity
STK39,sodium ion transmembrane transport
STK39,cellular response to potassium ion
STK39,maintenance of lens transparency
STK39,macrophage activation
STK39,regulation of inflammatory response
STK39,ion homeostasis
STK39,cellular hypotonic response
STK39,negative regulation of pancreatic juice secretion
STK39,negative regulation of potassium ion transmembrane transport
STK39,response to aldosterone
STK39,membrane
STK39,basolateral plasma membrane
STK39,apical plasma membrane
STK39,cell body
STK39,regulation of microtubule polymerization or depolymerization
STMN3,cytoplasm
STMN3,Golgi apparatus
STMN3,cytosol
STMN3,cell projection
STMN3,protein binding
STMN3,neuron projection development
STMN3,tubulin binding
STMN3,axon
STMN3,growth cone
STMN3,cytoplasmic microtubule organization
STMN3,neuron projection
STMN3,microtubule depolymerization
STMN3,nervous system development
STMN3,regulation of GTPase activity
STMN3,protein domain specific binding
STMN3,negative regulation of Rac protein signal transduction
STMN3,regulation of cytoskeleton organization
STMN3,blastocyst hatching
STMN3,regulation of microtubule polymerization or depolymerization
STMND1,cytoplasm
STMND1,neuron projection
STMND1,tubulin binding
STMND1,microtubule depolymerization
STMND1,neuron projection development
STMND1,
STMND1,oxidoreductase activity
SUOX,heme binding
SUOX,molybdenum ion binding
SUOX,molybdopterin cofactor binding
SUOX,metal ion binding
SUOX,mitochondrion
SUOX,protein binding
SUOX,mitochondrial intermembrane space
SUOX,sulfite oxidase activity
SUOX,sulfur compound metabolic process
SUOX,lysine biosynthetic process via diaminopimelate
SUOX,mitochondrial matrix
SUOX,
SUOX,
TACC3,intracellular membrane-bounded organelle
TACC3,cytosol
TACC3,mitotic spindle
TACC3,centriolar satellite
TACC3,mitotic spindle organization
TACC3,cytoplasm
TACC3,cytoskeleton
TACC3,cell division
TACC3,protein binding
TACC3,cell cycle
TACC3,microtubule organizing center
TACC3,spindle
TACC3,spindle pole
TACC3,microtubule cytoskeleton organization
TACC3,cell population proliferation
TACC3,cerebral cortex development
TACC3,regulation of mitotic spindle organization
TACC3,microtubule cytoskeleton organization involved in mitosis
TACC3,metaphase/anaphase transition of mitotic cell cycle
TACC3,transmembrane transport
TAP2,integral component of membrane
TAP2,ATP binding
TAP2,ABC-type transporter activity
TAP2,nuclear speck
TAP2,membrane
TAP2,protein transport
TAP2,metal ion binding
TAP2,nucleotide binding
TAP2,endoplasmic reticulum
TAP2,endoplasmic reticulum membrane
TAP2,protein binding
TAP2,immune system process
TAP2,integral component of endoplasmic reticulum membrane
TAP2,adaptive immune response
TAP2,ABC-type peptide transporter activity
TAP2,peptide transport
TAP2,antigen processing and presentation of endogenous peptide antigen via MHC class I
TAP2,MHC protein binding
TAP2,peptide transmembrane transporter activity
TAP2,TAP complex
TAP2,peptide antigen binding
TAP2,MHC class I protein binding
TAP2,ABC-type peptide antigen transporter activity
TAP2,ATPase-coupled transmembrane transporter activity
TAP2,TAP1 binding
TAP2,MHC class I peptide loading complex
TAP2,phagocytic vesicle membrane
TAP2,endoplasmic reticulum-Golgi intermediate compartment membrane
TAP2,MHC class Ib protein binding
TAP2,cytosol to endoplasmic reticulum transport
TAP2,tapasin binding
TAP2,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent"
TAP2,peptide antigen transport
TAP2,
TAP2,T cell mediated cytotoxicity
TAP2,positive regulation of T cell mediated cytotoxicity
TAP2,response to molecule of bacterial origin
TAP2,"antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent"
TAP2,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent"
TAP2,"hydrolase activity, acting on ester bonds"
TATDN3,nucleus
TATDN3,metal ion binding
TATDN3,hydrolase activity
TATDN3,nucleic acid phosphodiester bond hydrolysis
TATDN3,nuclease activity
TATDN3,
TATDN3,nucleus
TCF7L2,DNA binding
TCF7L2,sequence-specific DNA binding
TCF7L2,Wnt signaling pathway
TCF7L2,protein binding
TCF7L2,PML body
TCF7L2,regulation of transcription by RNA polymerase II
TCF7L2,"DNA-binding transcription factor activity, RNA polymerase II-specific"
TCF7L2,RNA polymerase II cis-regulatory region sequence-specific DNA binding
TCF7L2,transcription cis-regulatory region binding
TCF7L2,negative regulation of canonical Wnt signaling pathway
TCF7L2,nucleoplasm
TCF7L2,protein kinase binding
TCF7L2,armadillo repeat domain binding
TCF7L2,"negative regulation of transcription, DNA-templated"
TCF7L2,canonical Wnt signaling pathway
TCF7L2,positive regulation of transcription by RNA polymerase II
TCF7L2,positive regulation of protein kinase B signaling
TCF7L2,positive regulation of insulin secretion
TCF7L2,negative regulation of transcription by RNA polymerase II
TCF7L2,chromatin
TCF7L2,molecular adaptor activity
TCF7L2,RNA polymerase II-specific DNA-binding transcription factor binding
TCF7L2,negative regulation of DNA-binding transcription factor activity
TCF7L2,DNA-binding transcription factor activity
TCF7L2,beta-catenin-TCF complex
TCF7L2,nuclear receptor binding
TCF7L2,positive regulation of protein binding
TCF7L2,beta-catenin binding
TCF7L2,fat cell differentiation
TCF7L2,nucleic acid binding
TCF7L2,glucose homeostasis
TCF7L2,negative regulation of type B pancreatic cell apoptotic process
TCF7L2,positive regulation of epithelial cell proliferation
TCF7L2,positive regulation of protein export from nucleus
TCF7L2,response to glucose
TCF7L2,negative regulation of extrinsic apoptotic signaling pathway
TCF7L2,gamma-catenin binding
TCF7L2,protein-DNA complex
TCF7L2,positive regulation of heparan sulfate proteoglycan biosynthetic process
TCF7L2,canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition
TCF7L2,regulation of smooth muscle cell proliferation
TCF7L2,beta-catenin-TCF7L2 complex
TCF7L2,blood vessel development
TCF7L2,pancreas development
TCF7L2,myoblast fate commitment
TCF7L2,regulation of hormone metabolic process
TCF7L2,maintenance of DNA repeat elements
TCF7L2,catenin-TCF7L2 complex
TCF7L2,
TCF7L2,
TENM3,signal transduction
TENM3,integral component of membrane
TENM3,membrane
TENM3,plasma membrane
TENM3,cell projection
TENM3,cell adhesion
TENM3,cell differentiation
TENM3,protein homodimerization activity
TENM3,axon
TENM3,neuron development
TENM3,integral component of plasma membrane
TENM3,neuron projection
TENM3,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
TENM3,protein heterodimerization activity
TENM3,homophilic cell adhesion via plasma membrane adhesion molecules
TENM3,positive regulation of neuron projection development
TENM3,cell adhesion molecule binding
TENM3,regulation of homophilic cell adhesion
TENM3,camera-type eye morphogenesis
TENM3,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
