Gene name	GO domain	GO term name	GO term definition	GO term accession 
TRIM31	molecular_function	protein binding	Binding to a protein.	GO:0005515
TRIM31	cellular_component	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	GO:0005737
TRIM31	cellular_component	mitochondrion	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.	GO:0005739
TRIM31	cellular_component	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	GO:0005829
TRIM31	biological_process	ubiquitin-dependent protein catabolic process	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.	GO:0006511
TRIM31	molecular_function	zinc ion binding	Binding to a zinc ion (Zn).	GO:0008270
TRIM31	biological_process	regulation of gene expression	Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).	GO:0010468
TRIM31	biological_process	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	GO:0016567
TRIM31	molecular_function	transferase activity	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	GO:0016740
TRIM31	biological_process	viral release from host cell	The dissemination of mature viral particles from the host cell, e.g. by cell lysis or the budding of virus particles from the cell membrane.	GO:0019076
TRIM31	biological_process	negative regulation of viral transcription	Any process that stops, prevents, or reduces the frequency, rate or extent of viral transcription.	GO:0032897
TRIM31	biological_process	innate immune response	Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens.	GO:0045087
TRIM31	biological_process	positive regulation of DNA-templated transcription	Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.	GO:0045893
TRIM31	biological_process	negative regulation of viral entry into host cell	Any process that stops, prevents, or reduces the frequency, rate or extent of the entry of viral entry into a host cell.	GO:0046597
TRIM31	molecular_function	metal ion binding	Binding to a metal ion.	GO:0046872
TRIM31	biological_process	positive regulation of DNA-binding transcription factor activity	Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription.	GO:0051091
TRIM31	biological_process	defense response to virus	Reactions triggered in response to the presence of a virus that act to protect the cell or organism.	GO:0051607
TRIM31	molecular_function	ubiquitin protein ligase activity	Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues.	GO:0061630
TRIM31	biological_process	protein K63-linked ubiquitination	A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair.	GO:0070534
